0,1,2,3,4,5,6,7,8,9,10,11
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
100.0,160.0,80.0,0.0,0.0,0.0,0.0,1.1911,1.5495,1.2146,5502.0,32.0
